acct_nbr,cust_id,acct_type,account_active,acct_start_date,starting_balance,ending_balance
000000001363298213,17722874,CK,N,1993-09-17,45507.403,379.189
000000001362754221,28617834,CK,Y,1990-01-11,2632.380,27.840
000000001362964310,13629640,SV,N,1987-06-03,225.131,537.255
000000001362621215,20439315,CK,Y,1995-04-21,7195.203,620.823
000000001363335210,13633350,CK,Y,1995-07-11,318.307,295.380
456114321362974415,20444610,CC,Y,1994-04-02,2165.940,1386.537
456114321363171418,24537078,CC,Y,1987-08-23,1425.700,1887.000
456114321362962419,25896278,CC,Y,1993-11-27,202.275,1890.194
000000001362879316,21806064,SV,Y,1995-06-18,1011.623,876.610
000000001362972312,16355664,SV,Y,1992-02-28,592.716,1429.974
000000001362734312,16352808,SV,N,1993-08-20,521.652,920.913
456114321362597420,27251940,CC,Y,1993-10-01,6479.514,3143.312
456114321362814422,29981908,CC,Y,1995-08-06,0.000,9100.000
000000001363327317,23176559,SV,Y,1995-04-02,297.050,1244.433
000000001362631212,16351572,CK,Y,1991-06-17,5374.260,0.000
456114321362487419,25887253,CC,Y,1995-08-08,0.000,4799.513
456114321362586410,13625860,CC,Y,1992-01-28,2611.132,16650.000
456114321362894410,13628940,CC,N,1994-03-06,2851.178,8280.000
456114321362740423,31343020,CC,Y,1994-05-29,1574.830,1211.880
000000001362736321,28617456,SV,Y,1994-06-02,2168.680,2139.100
000000001363035222,29986770,CK,Y,1995-09-10,173.250,2304.211
456114321363447411,14997917,CC,Y,1995-10-06,0.000,4900.000
456114321362735415,20441025,CC,Y,1995-12-21,0.000,15300.000
456114321362924413,17718012,CC,Y,1995-08-28,0.000,2230.000
456114321363082417,23172394,CC,Y,1993-10-18,838.460,2814.242
000000001363252312,16359024,SV,Y,1995-02-03,215.124,382.179
456114321362649419,25890331,CC,Y,1992-06-17,842.265,3100.000
000000001362781321,28618401,SV,Y,1995-07-20,982.570,2756.340
000000001363059213,17719767,CK,Y,1995-01-20,21160.046,54.434
000000001362966215,20444490,CK,Y,1994-01-06,6207.894,322.932
456114321362637412,16351644,CC,Y,1995-06-11,0.000,2520.000
456114321362877410,13628770,CC,Y,1993-03-16,122.816,360.000
000000001362594319,25889286,SV,Y,1994-06-29,8933.310,20521.504
000000001362949220,27258980,CK,Y,1994-08-03,18473.991,99.897
456114321362624416,21801984,CC,Y,1990-11-29,1961.525,1420.000
000000001362700219,25891300,CK,Y,1995-05-28,12284.595,13931.493
456114321363101417,23172717,CC,Y,1995-06-16,19.000,6368.392
000000001362685312,16352220,SV,Y,1994-06-09,402.432,3644.319
456114321362715415,20440725,CC,Y,1989-11-11,1131.273,4759.422
000000001362511219,25887709,CK,Y,1993-11-18,851.535,36.704
456114321363234411,14995574,CC,Y,1995-11-20,0.000,14700.000
000000001362571312,16350852,SV,Y,1991-02-23,2464.284,3656.289
000000001362580217,23163860,CK,Y,1992-12-01,395.210,92.907
000000001363164316,21810624,SV,Y,1994-03-30,524.489,278.050
000000001363142310,13631420,SV,Y,1995-03-15,757.378,1820.835
456114321362875418,24531750,CC,Y,1989-02-24,2839.910,3087.000
456114321362693420,27253860,CC,Y,1995-06-25,0.000,7100.000
456114321362920416,21806720,CC,Y,1995-12-13,0.000,20.000
000000001363258317,23175386,SV,Y,1994-10-18,795.380,2621.608
456114321363184412,16358208,CC,Y,1995-10-06,0.000,2100.000
456114321362722416,21803552,CC,Y,1995-01-19,0.000,1489.220
000000001362590212,16351080,CK,Y,1993-04-08,3339.348,2211.825
000000001363037223,31349851,CK,Y,1992-11-15,2592.350,272.950
456114321363314414,19086396,CC,Y,1991-02-08,3350.424,1501.871
000000001363140319,25899660,SV,Y,1995-01-05,479.070,2778.995
456114321362541417,23163197,CC,Y,1995-03-10,19.000,6491.276
000000001362686317,23165662,SV,Y,1995-03-06,166.460,503.843
000000001363040320,27260800,SV,Y,1995-04-29,3167.790,264.617
000000001363173318,24537114,SV,N,1987-11-15,1013.060,469.800
000000001363382314,19087348,SV,Y,1994-08-11,151.746,1115.405
456114321363321414,19086494,CC,Y,1992-01-09,2907.114,4646.899
000000001363092314,19083288,SV,Y,1995-07-28,360.024,1628.889
456114321363420418,24541560,CC,Y,1993-09-11,154.330,1098.200
000000001363006213,17719078,CK,Y,1995-04-05,16838.806,2001.826
000000001363241220,27264820,CK,Y,1993-04-28,3303.651,130.427
000000001363377223,31357671,CK,Y,1995-04-13,2742.160,236.500
000000001363067214,19082938,CK,Y,1994-09-26,333.452,0.000
456114321362699421,28616679,CC,Y,1992-05-18,172.630,636.690
000000001363173221,28626633,CK,Y,1995-08-07,160.570,97.380
000000001362940318,24532920,SV,Y,1993-09-22,194.680,865.840
000000001363237321,28627977,SV,Y,1995-08-09,766.490,715.740
000000001362991318,24533838,SV,Y,1991-12-16,183.650,456.810
456114321363165418,24536970,CC,Y,1989-09-10,290.210,516.340
456114321363097422,29988134,CC,Y,1991-04-03,959.365,10010.000
000000001363316216,21813056,CK,Y,1992-02-21,359.755,967.220
456114321363057413,17719741,CC,Y,1992-01-08,6163.379,2092.699
456114321362720414,19078080,CC,Y,1995-08-07,0.000,4100.000
000000001362931217,23169827,CK,Y,1993-09-23,5610.930,2212.036
456114321363187419,25900553,CC,Y,1988-05-28,6743.295,7130.000
000000001362727218,24529086,CK,Y,1994-04-21,975.930,479.050
000000001362810319,25893390,SV,Y,1993-12-25,826.155,2267.650
456114321362598410,13625980,CC,N,1994-06-24,3423.572,90.000
456114321363268411,14995948,CC,Y,1989-06-25,3559.593,8820.000
456114321363387416,21814192,CC,Y,1990-09-18,2657.878,1020.000
000000001363218214,19085052,CK,Y,1995-04-26,3937.388,1559.517
000000001363010317,23171170,SV,Y,1992-09-09,245.580,2739.253
000000001363399212,16360788,CK,Y,1995-11-20,1522.392,1151.409
000000001362699219,25891281,CK,Y,1995-05-21,1109.115,1861.581
000000001362835311,14991185,SV,Y,1989-03-31,3857.456,10098.410
456114321362588422,29976936,CC,Y,1992-02-10,498.795,9100.000
456114321362708411,14989788,CC,Y,1992-01-08,523.716,4900.000
456114321363253417,23175301,CC,Y,1993-03-07,1707.390,6200.000
000000001362623316,21801968,SV,Y,1995-03-26,432.512,160.140
000000001362693310,13626930,SV,Y,1995-02-06,317.756,46.530
000000001362814214,19079396,CK,Y,1995-03-09,447.818,2691.199
456114321363288423,31355624,CC,Y,1993-11-16,1897.710,2070.900
456114321362904413,17717752,CC,Y,1990-09-18,8818.709,1515.709
456114321362986411,14992846,CC,Y,1995-03-04,0.000,9467.290
456114321363427417,23178259,CC,N,1990-06-10,2594.110,62.000
000000001363165312,16357980,SV,Y,1990-10-26,328.404,119.868
456114321362621410,13626210,CC,Y,1995-11-21,0.000,4500.000
000000001362939221,28621719,CK,Y,1995-07-15,708.000,1662.200
456114321362694412,16352328,CC,Y,1992-01-04,1387.476,2856.630
000000001363272220,27265440,CK,Y,1995-09-05,2566.041,1386.701
000000001362838316,21805408,SV,Y,1994-12-18,866.667,1033.940
000000001362985212,16355820,CK,Y,1995-11-09,1280.436,138.222
000000001362810218,24530580,CK,Y,1993-12-25,2759.320,431.330
000000001362585217,23163945,CK,Y,1991-03-09,400.400,547.553
456114321362746416,21803936,CC,Y,1992-05-29,3215.041,1020.000
000000001363097315,20446455,SV,Y,1995-03-26,495.288,52.428
000000001363355322,29993810,SV,Y,1995-03-07,2268.519,20292.636
456114321363053422,29987166,CC,Y,1995-03-01,0.000,8354.619
456114321362949413,17718337,CC,Y,1994-08-03,12094.714,6690.000
000000001362955322,29985010,SV,Y,1995-07-19,178.497,5712.616
000000001363354216,21813664,CK,Y,1994-03-27,3240.306,68.900
000000001363318219,25903042,CK,Y,1995-03-03,460.485,277.419
000000001362562223,31338926,CK,Y,1995-11-17,8008.570,5611.650
456114321363392420,27267840,CC,Y,1993-12-19,5759.913,7100.000
456114321363018417,23171306,CC,Y,1994-02-26,1428.420,7130.000
456114321362844418,24531192,CC,Y,1993-04-08,449.490,671.130
000000001363205316,21811280,SV,N,1994-01-28,370.605,1260.580
456114321362531413,17712903,CC,Y,1994-06-26,12298.271,4906.000
000000001362643216,21802288,CK,Y,1992-02-27,13287.840,1880.190
456114321362920423,31347160,CC,Y,1995-12-13,11.000,90.000
000000001363037323,31349851,SV,Y,1992-04-01,321.410,2144.920
000000001362975223,31348425,CK,N,1994-01-10,269.050,372.920
000000001363492316,21815872,SV,Y,1991-12-31,2952.378,1136.100
000000001362644323,31340812,SV,Y,1995-06-10,141.480,222.420
000000001363421318,24541578,SV,Y,1988-09-19,220.770,284.640
456114321362605423,31339915,CC,Y,1991-01-11,716.210,1090.000
456114321362971413,17718623,CC,Y,1995-03-09,0.000,3568.000
000000001363228313,17721964,SV,Y,1995-06-26,1893.684,3430.766
000000001363454218,24542172,CK,Y,1990-08-10,2532.810,399.450
000000001363484223,31360132,CK,Y,1995-03-24,2611.970,323.060
000000001363199223,31353577,CK,N,1994-03-02,2559.350,1338.050
000000001363455316,21815280,SV,Y,1995-08-08,780.642,274.900
000000001362537323,31338351,SV,Y,1990-03-25,132.430,1693.690
000000001362656310,13626560,SV,Y,1993-07-11,229.900,1655.100
000000001362985323,31348655,SV,Y,1995-01-22,801.760,2057.700
000000001362705311,14989755,SV,Y,1995-12-02,420.128,6934.284
000000001362568222,29976496,CK,Y,1995-09-26,4700.982,2013.830
000000001362652221,28615692,CK,Y,1995-10-08,336.750,-14.070
000000001362552211,14988072,CK,Y,1992-11-24,404.757,36.358
000000001362968223,31348264,CK,Y,1990-08-17,208.540,293.810
000000001362737223,31342951,CK,Y,1994-04-02,701.880,285.130
000000001363236223,31354428,CK,Y,1993-10-04,2988.650,142.800
000000001363311221,28629531,CK,Y,1995-07-06,11038.130,927.460
456114321362804410,13628040,CC,Y,1987-11-09,17008.610,3070.530
456114321363316420,27266320,CC,Y,1993-08-11,5315.277,7100.000
000000001362924212,16355088,CK,Y,1992-08-22,3112.536,0.000
456114321362617411,14988787,CC,Y,1995-08-13,0.000,1503.516
456114321363408423,31358384,CC,Y,1990-01-12,876.610,1890.000
456114321363026411,14993286,CC,Y,1991-06-08,2701.458,12250.000
456114321363217423,31353991,CC,Y,1994-10-26,582.040,1034.160
000000001362590211,14988490,CK,Y,1993-04-08,5287.301,5160.925
000000001363264219,25902016,CK,N,1994-03-24,863.550,48.732
000000001363216223,31353968,CK,Y,1993-12-31,2283.320,1105.460
000000001362776213,17716088,CK,Y,1995-01-17,16667.030,69.754
000000001362557316,21800912,SV,Y,1995-10-09,2163.552,88.860
000000001363392215,20450880,CK,Y,1993-12-21,7354.017,447.219
000000001363205215,20448075,CK,N,1994-07-06,6988.059,7118.019
456114321363422419,25905018,CC,N,1992-10-24,7974.495,62.000
000000001363219212,16358628,CK,Y,1989-03-05,5174.520,28.266
000000001362809214,19079326,CK,Y,1989-01-31,4478.978,4756.574
000000001362791218,24530238,CK,Y,1994-02-24,2700.000,961.160
456114321362809423,31344607,CC,Y,1989-01-31,2492.470,90.000
456114321363312419,25902928,CC,Y,1995-09-22,0.000,13640.000
000000001362825216,21805200,CK,N,1992-11-10,8579.405,326.260
000000001362933216,21806928,CK,Y,1991-10-06,369.303,235.130
000000001363342319,25903498,SV,Y,1993-04-17,1261.575,179.676
456114321363398411,14997378,CC,Y,1995-01-14,0.000,4900.000
000000001363374322,29994228,SV,Y,1995-08-10,641.729,5470.374
000000001362686211,14989546,CK,Y,1995-07-24,641.668,65.513
000000001363288311,14996168,SV,Y,1994-05-23,1994.658,1199.765
456114321363253415,20448795,CC,Y,1993-03-07,4558.653,10200.000
456114321363113415,20446695,CC,Y,1995-09-04,0.000,3368.040
000000001362537315,20438055,SV,Y,1990-03-25,327.861,8178.819
000000001362572219,25888868,CK,Y,1994-06-16,1100.250,6.107
000000001362734222,29980148,CK,N,1993-04-04,369.831,2884.882
000000001363135310,13631350,SV,N,1990-04-29,1013.973,2431.665
456114321362949419,25896031,CC,Y,1994-08-03,8922.330,9300.000
000000001363377315,20450655,SV,Y,1994-07-01,1649.457,9088.506
456114321362954419,25896126,CC,Y,1995-04-11,0.000,3800.972
000000001362656321,28615776,SV,Y,1993-07-11,142.000,326.800
456114321362816415,20442240,CC,Y,1991-09-09,3192.804,15300.000
000000001363307312,16359684,SV,N,1994-12-30,365.100,557.235
000000001363196223,31353508,CK,Y,1993-06-24,467.540,611.660
000000001362853318,24531354,SV,Y,1995-06-10,947.640,1112.230
000000001362680217,23165560,CK,Y,1993-10-22,254.290,2629.482
000000001363399213,17724187,CK,Y,1995-11-20,7738.826,1222.687
000000001363353313,17723589,SV,N,1989-06-23,1615.524,3710.608
456114321362587418,24526566,CC,Y,1989-09-20,908.470,946.440
000000001362981215,20444715,CK,Y,1995-09-04,481.707,1326.153
000000001362843318,24531174,SV,Y,1986-08-02,311.110,311.720
000000001362497311,14987467,SV,Y,1992-06-10,1088.605,53.214
000000001363382322,29994404,SV,Y,1994-08-11,119.229,2475.655
000000001362633321,28615293,SV,Y,1992-10-23,144.780,16.340
000000001362985312,16355820,SV,Y,1995-01-22,948.912,4132.170
456114321362991417,23170847,CC,Y,1988-11-24,662.200,4165.811
456114321363237412,16358844,CC,N,1993-01-24,10379.244,0.000
456114321362563420,27251260,CC,Y,1995-08-07,0.000,7100.000
000000001363133311,14994463,SV,Y,1989-10-20,330.068,5303.515
000000001363037213,17719481,CK,Y,1992-11-15,15746.235,407.978
456114321362744415,20441160,CC,Y,1988-04-08,886.950,3479.628
000000001362572220,27251440,CK,Y,1994-06-16,1687.050,13.987
000000001363127312,16357524,SV,Y,1995-02-13,146.652,260.421
456114321363205422,29990510,CC,Y,1994-05-28,3108.501,6225.492
456114321363462423,31359626,CC,Y,1991-10-22,2833.430,3090.000
000000001362973314,19081622,SV,Y,1995-02-01,3183.488,10538.230
456114321363384422,29994448,CC,Y,1994-11-07,7195.199,20304.739
000000001362771219,25892649,CK,Y,1993-05-10,729.135,439.766
000000001362698315,20440470,SV,N,1994-09-04,1349.811,15862.377
000000001363382316,21814112,SV,Y,1994-08-11,336.009,292.050
456114321363169423,31352887,CC,Y,1991-11-12,1740.570,90.000
000000001363308313,17723004,SV,Y,1994-08-10,2284.267,3535.821
000000001362697212,16352364,CK,Y,1995-09-01,3223.236,23.898
000000001362725316,21803600,SV,Y,1995-01-30,53640.602,16115.500
456114321362725420,27254500,CC,Y,1995-02-27,0.000,13771.373
000000001363054218,24534972,CK,Y,1992-04-07,2767.750,137.670
456114321362769418,24529842,CC,Y,1995-05-06,29.000,640.090
000000001363454318,24542172,SV,Y,1990-08-10,282.300,869.260
000000001362526210,13625260,CK,Y,1995-06-26,5482.868,630.045
000000001363355323,31357165,SV,Y,1995-03-07,2073.290,2319.960
456114321362528412,16350336,CC,Y,1986-01-13,690.420,1134.189
000000001363037214,19082518,CK,Y,1992-11-15,3613.890,750.095
000000001363286317,23175862,SV,N,1991-05-03,136.920,3997.512
000000001363200214,19084800,CK,Y,1992-04-10,3922.772,3915.623
000000001363083314,19083162,SV,Y,1992-02-12,8162.252,25936.518
456114321362858420,27257160,CC,Y,1995-01-05,0.000,5028.220
456114321362877411,14991647,CC,Y,1993-03-16,122.816,392.000
456114321363200423,31353600,CC,Y,1995-02-01,11.000,344.560
456114321363448415,20451720,CC,Y,1995-01-09,0.000,7140.000
000000001362924315,20443860,SV,Y,1994-03-08,13855.509,26967.576
000000001363215214,19085010,CK,Y,1988-08-21,10742.522,19044.869
000000001363233217,23174961,CK,Y,1995-07-01,5249.560,972.160
456114321362715420,27254300,CC,Y,1989-11-11,2891.031,6625.862
456114321362671423,31341433,CC,Y,1995-10-13,11.000,1190.000
456114321363187417,23174179,CC,Y,1988-05-28,1517.510,7130.000
000000001362700318,24528600,SV,Y,1994-02-22,340.200,402.880
000000001362837215,20442555,CK,Y,1995-09-24,7556.706,2707.692
000000001362658322,29978476,SV,Y,1991-02-21,258.566,2171.442
000000001363026223,31349598,CK,Y,1994-03-21,788.740,2834.430
456114321363107422,29988354,CC,Y,1994-09-08,526.361,811.265
000000001363222215,20448330,CK,Y,1995-12-16,512.595,4283.031
000000001363167216,21810672,CK,Y,1993-03-07,17013.079,88.610
456114321362690416,21803040,CC,Y,1994-10-18,266.879,1220.000
000000001363058213,17719754,CK,Y,1988-10-27,16743.951,270.432
456114321363234417,23174978,CC,Y,1995-11-20,19.000,9300.000
000000001363450214,19088300,CK,Y,1995-07-03,313.292,863.993
000000001362666318,24527988,SV,Y,1991-02-23,603.420,387.420
456114321363008423,31349184,CC,N,1988-08-25,1911.340,100.000
000000001363365217,23177205,CK,Y,1993-03-24,5597.710,2793.875
000000001362853310,13628530,SV,Y,1995-06-10,1745.416,4613.535
000000001363018311,14993198,SV,Y,1994-10-28,22408.467,45999.534
000000001363233210,13632330,CK,Y,1995-07-01,9938.064,1411.200
000000001362580211,14988380,CK,Y,1992-12-01,714.799,146.853
000000001363135315,20447025,SV,N,1990-04-29,1440.909,2755.887
000000001363346316,21813536,SV,Y,1992-02-27,1014.196,352.080
000000001363384315,20450760,SV,Y,1992-04-11,2223.450,17438.328
456114321362769417,23167073,CC,Y,1995-05-06,19.000,1714.579
000000001363441221,28632261,CK,Y,1986-08-05,126.890,104.820
000000001363178211,14994958,CK,Y,1993-01-31,728.365,238.777
456114321363314410,13633140,CC,Y,1991-02-08,4547.004,1648.395
456114321362708418,24528744,CC,Y,1992-01-08,304.640,1087.000
000000001362486310,13624860,SV,Y,1989-07-13,540.512,523.080
000000001363037219,25897703,CK,Y,1992-11-15,11616.075,567.145
000000001363327319,25903213,SV,Y,1995-04-02,1251.225,1244.433
456114321362824414,19079536,CC,Y,1993-09-23,14830.494,3934.852
456114321363311417,23176287,CC,Y,1995-12-03,19.000,8370.000
456114321362730417,23166410,CC,Y,1995-09-01,19.000,9300.000
000000001363454212,16361448,CK,Y,1990-08-10,3004.572,656.145
456114321362999412,16355988,CC,Y,1993-08-09,2367.924,2075.934
456114321363195421,28627095,CC,Y,1995-11-14,21.000,959.000
000000001363092310,13630920,SV,Y,1995-07-28,488.604,1787.805
456114321362905410,13629050,CC,Y,1990-09-02,1400.680,4120.875
000000001362488222,29974736,CK,Y,1989-10-31,4658.434,1114.022
456114321363484417,23179228,CC,Y,1994-01-19,886.010,1265.048
000000001362924211,14992164,CK,Y,1992-08-22,4928.182,0.000
000000001363022318,24534396,SV,Y,1995-01-16,166.960,227.000
000000001363483210,13634830,CK,Y,1995-01-07,274.816,1816.875
000000001363481315,20452215,SV,Y,1994-07-12,421.011,8195.292
000000001363343320,27266860,SV,Y,1995-03-14,4166.358,14254.315
456114321362837416,21805392,CC,Y,1995-06-26,0.000,1120.000
000000001362498316,21799968,SV,Y,1995-09-15,7047.881,2327.850
456114321363159419,25900021,CC,N,1994-01-05,4318.740,31.000
456114321363017415,20445255,CC,Y,1995-02-08,0.000,5100.000
000000001362926312,16355112,SV,Y,1990-11-03,157.464,2583.588
000000001363008219,25897152,CK,Y,1989-07-25,22115.430,71.796
456114321363361413,17723693,CC,Y,1994-06-17,5181.157,1030.884
000000001362713220,27254260,CK,Y,1995-11-04,2690.103,157.691
000000001363060316,21808960,SV,Y,1990-11-03,2095.569,1461.880
000000001363081212,16356972,CK,Y,1995-03-05,413.688,890.001
000000001363038320,27260760,SV,Y,1995-02-20,2301.357,3608.646
000000001362562211,14988182,CK,Y,1995-11-17,15195.383,27056.085
000000001362749222,29980478,CK,Y,1993-03-08,2868.965,8355.347
000000001363193322,29990246,SV,Y,1992-10-19,311.036,5446.987
000000001363465318,24542370,SV,Y,1994-04-27,602.480,677.920
456114321363204418,24537672,CC,Y,1995-08-12,29.000,1287.000
000000001362701222,29979422,CK,Y,1994-01-22,238.854,2030.119
000000001363493323,31360339,SV,N,1993-06-08,342.180,643.610
000000001363392211,14997312,CK,Y,1993-12-21,5175.049,429.681
000000001363298215,20449470,CK,N,1993-09-17,20142.621,867.204
000000001363252223,31354796,CK,Y,1994-12-15,236.770,122.180
000000001362509221,28612689,CK,Y,1994-11-05,203.380,-30.930
000000001362966222,29985252,CK,Y,1994-01-06,2529.142,576.212
456114321363447415,20451705,CC,Y,1995-10-06,0.000,5100.000
000000001363200311,14995200,SV,Y,1993-10-24,217.417,6650.231
000000001362857223,31345711,CK,Y,1994-07-11,112.400,97.470
000000001363126212,16357512,CK,Y,1995-07-15,9714.564,5338.116
456114321363291412,16359492,CC,Y,1995-06-04,0.000,10529.694
000000001363076210,13630760,CK,Y,1995-04-03,1745.682,302.850
000000001362742313,17715646,SV,Y,1992-09-19,752.252,1882.432
000000001362804319,25893276,SV,Y,1987-11-09,2003.175,1396.147
000000001362864312,16354368,SV,Y,1995-03-07,208.668,370.713
000000001362658310,13626580,SV,Y,1991-02-21,446.614,1073.790
456114321362650420,27253000,CC,Y,1995-11-28,0.000,7100.000
000000001363471323,31359833,SV,Y,1995-03-22,270.960,1867.030
000000001363238316,21811808,SV,Y,1991-07-11,587.481,212.390
000000001363088319,25898672,SV,Y,1991-01-21,1937.115,4420.910
000000001363268213,17722484,CK,N,1989-06-25,1174.921,2440.534
000000001363492214,19088888,CK,Y,1991-12-31,1890.854,435.174
000000001363215314,19085010,SV,Y,1995-10-17,1293.600,11028.795
000000001363067318,24535206,SV,Y,1993-11-25,313.010,375.330
000000001362917216,21806672,CK,Y,1989-01-18,1387.808,65.450
456114321362961414,19081454,CC,Y,1994-07-18,662.340,4100.000
456114321362640420,27252800,CC,Y,1994-04-24,10024.251,5334.088
000000001363179221,28626759,CK,Y,1994-06-16,2629.770,-4.300
000000001362489213,17712357,CK,Y,1993-10-19,5083.740,279.709
456114321362577410,13625770,CC,Y,1995-04-06,0.000,8136.990
000000001363095311,14994045,SV,Y,1995-02-19,3880.826,4253.592
000000001363097320,27261940,SV,Y,1995-03-26,1265.736,72.988
000000001363254321,28628334,SV,N,1993-12-04,2022.910,1978.490
000000001363326211,14996586,CK,Y,1995-07-18,1804.848,14431.186
456114321363083414,19083162,CC,Y,1995-03-07,0.000,3976.754
000000001363180313,17721340,SV,Y,1995-06-26,4676.138,904.510
000000001363138216,21810208,CK,Y,1993-02-17,320.509,35.520
000000001363081323,31350863,SV,Y,1994-08-06,334.490,855.220
456114321362535421,28613235,CC,Y,1990-05-15,225.270,-41.000
000000001362640318,24527520,SV,Y,1994-06-08,602.390,1785.930
456114321363205421,28627305,CC,Y,1994-05-28,2846.910,643.120
000000001363328221,28629888,CK,Y,1995-03-07,210.430,628.270
000000001363387216,21814192,CK,Y,1990-09-18,548.607,979.600
000000001362855217,23168535,CK,Y,1994-09-02,221.300,3319.697
456114321362904417,23169368,CC,Y,1990-09-18,1464.690,2107.039
000000001363448222,29995856,CK,N,1993-02-03,6094.231,17853.017
000000001363271321,28628691,SV,Y,1994-04-25,305.060,637.940
456114321362541420,27250820,CC,Y,1995-03-10,0.000,14867.116
000000001363195311,14995145,SV,Y,1993-09-24,553.964,3747.373
000000001362584321,28614264,SV,Y,1994-06-01,2053.500,1958.370
456114321363308414,19086312,CC,N,1994-08-10,3912.258,2042.046
456114321363026418,24534468,CC,Y,1991-06-08,1450.820,2587.000
000000001362591211,14988501,CK,Y,1993-06-23,6441.931,4510.156
456114321363219415,20448285,CC,Y,1990-11-03,614.169,5100.000
000000001363187220,27263740,CK,N,1990-05-07,2544.030,162.874
456114321362903419,25895157,CC,Y,1992-12-15,7019.730,4650.000
456114321363016416,21808256,CC,Y,1991-09-12,3781.287,1243.770
000000001363342317,23176814,SV,Y,1993-04-17,299.350,179.676
000000001363453217,23178701,CK,Y,1993-03-30,235.970,0.000
000000001363141318,24536538,SV,Y,1994-11-11,206.330,615.570
000000001363348218,24540264,CK,N,1991-04-06,4692.360,1331.930
000000001362686216,21802976,CK,Y,1995-07-24,1046.932,33.370
456114321363387411,14997257,CC,Y,1990-09-18,1629.022,4900.000
456114321362664410,13626640,CC,Y,1995-06-25,0.000,4735.710
000000001363071215,20446065,CK,Y,1994-01-24,7038.630,894.642
000000001362877212,16354524,CK,Y,1993-03-16,120.432,1285.935
000000001362573319,25888887,SV,Y,1990-06-17,48207.870,32237.241
000000001362806319,25893314,SV,Y,1995-12-10,6435.990,882.198
456114321362525415,20437875,CC,Y,1992-04-20,7834.536,5360.151
456114321362822414,19079508,CC,Y,1995-11-18,0.000,4100.000
000000001362982312,16355784,SV,Y,1989-11-14,2601.348,6958.665
000000001363158311,14994738,SV,Y,1995-07-06,1470.562,9396.828
456114321363475415,20452125,CC,Y,1993-08-07,9456.561,3708.720
000000001362685215,20440275,CK,Y,1993-10-13,1215.540,2635.578
000000001362670212,16352040,CK,N,1990-03-22,3236.988,224.574
456114321362875420,27257500,CC,Y,1989-02-24,19395.279,21300.000
456114321363448411,14997928,CC,Y,1995-01-09,0.000,6860.000
456114321363284415,20449260,CC,Y,1990-07-21,2248.938,4926.192
456114321363088414,19083232,CC,Y,1991-01-21,265.496,3033.426
456114321363421412,16361052,CC,Y,1988-09-19,3393.792,1710.807
456114321363461419,25905759,CC,Y,1993-09-19,7090.515,4993.170
456114321362717421,28617057,CC,Y,1995-10-24,21.000,959.000
000000001363434314,19088076,SV,N,1991-06-27,460.348,11184.882
000000001363229314,19085206,SV,Y,1995-08-17,758.758,2197.928
000000001363208217,23174536,CK,Y,1995-05-16,119.590,184.047
000000001362753219,25892307,CK,Y,1995-02-26,868.545,245.644
000000001363038210,13630380,CK,Y,1995-07-29,983.915,2065.635
456114321362761415,20441415,CC,Y,1994-03-21,2108.511,0.000
000000001363037222,29986814,CK,Y,1992-11-15,2839.485,1664.845
456114321363454410,13634540,CC,Y,1990-08-10,5073.513,6013.800
000000001362509323,31337707,SV,N,1993-05-17,158.840,427.820
000000001363375220,27267500,CK,Y,1993-07-18,1944.420,1227.093
000000001363037320,27260740,SV,Y,1992-04-01,2141.829,14589.932
456114321362836420,27256720,CC,Y,1992-03-18,385.710,7100.000
000000001363015220,27260300,CK,Y,1995-02-19,1921.788,1477.013
000000001363097217,23172649,CK,Y,1994-11-07,239.020,80.786
000000001362754210,13627540,CK,Y,1990-01-11,4961.622,309.780
000000001363254213,17722302,CK,N,1991-07-25,1944.131,1644.335
000000001362523318,24525414,SV,Y,1992-06-26,291.210,214.380
000000001362827214,19079578,CK,Y,1994-05-09,3597.230,70.561
000000001362896212,16354752,CK,N,1993-05-15,7115.904,1076.523
000000001363444213,17724772,CK,Y,1994-01-23,1008.574,152.131
000000001362894321,28620774,SV,Y,1990-02-03,2034.260,319.280
000000001362563211,14988193,CK,N,1992-05-01,1949.381,2403.744
000000001363270320,27265400,SV,Y,1995-12-17,3788.583,2698.355
000000001362936220,27258720,CK,Y,1994-11-03,1198.668,776.101
000000001363450222,29995900,CK,Y,1995-07-03,246.158,1917.643
000000001362492219,25887348,CK,Y,1995-04-23,22957.200,1806.742
000000001363295322,29992490,SV,Y,1989-05-03,143.726,2021.838
000000001363338323,31356774,SV,Y,1993-06-22,304.580,765.180
000000001362881318,24531858,SV,Y,1995-09-11,331.020,148.500
456114321362740417,23166580,CC,Y,1994-05-29,1582.830,3477.828
000000001363249211,14995739,CK,Y,1993-06-04,1804.867,14097.888
000000001363249214,19085486,CK,Y,1993-06-04,1329.902,11796.192
000000001363444211,14997884,CK,Y,1994-01-23,314.146,334.278
456114321363207413,17721691,CC,Y,1994-02-09,5408.687,1732.710
456114321363159416,21810544,CC,N,1994-01-05,2975.132,30.000
456114321363043411,14993473,CC,Y,1994-10-04,895.318,4900.000
000000001363347320,27266940,SV,Y,1995-05-27,5480.325,3639.744
000000001362594311,14988534,SV,Y,1994-06-29,3771.842,32437.216
456114321362708412,16352496,CC,Y,1992-01-08,330.768,2100.000
000000001363282214,19085948,CK,Y,1988-03-05,187.460,345.138
000000001363257320,27265140,SV,Y,1993-09-08,1885.149,8588.657
